epoch,acc,loss
0,0.51572265625,1.48270660713315
1,0.805859375,0.6211564738303423
2,0.858447265625,0.4606721429154277
3,0.878076171875,0.4005905454978347
4,0.890869140625,0.36224617082625626
5,0.89873046875,0.3354320967569947
6,0.906591796875,0.31000830605626106
7,0.915478515625,0.28485870100557803
8,0.91923828125,0.2723480310756713
9,0.92158203125,0.26398354223929343
10,0.9279296875,0.2443003906868398
11,0.932275390625,0.22829936114139854
12,0.9357421875,0.2190263645723462
13,0.938134765625,0.21070184386335314
14,0.942236328125,0.1964651790447533
15,0.943798828125,0.1865463347174227
16,0.9484375,0.17542658424936236
17,0.95185546875,0.16946595381014048
18,0.9521484375,0.1636511786840856
19,0.9525390625,0.1530346445273608
