epoch,acc,loss
0,0.171240234375,2.50950345993042
1,0.1796875,2.2519684597849845
2,0.1794921875,2.251652318239212
3,0.1802734375,2.252882544696331
4,0.177001953125,2.2519221350550653
5,0.179833984375,2.2519001051783563
6,0.181884765625,2.2512626528739927
7,0.177001953125,2.2560584634542464
8,0.171875,2.254721908271313
9,0.179248046875,2.2533305689692495
10,0.182666015625,2.2495876640081405
11,0.181689453125,2.2487022086977957
12,0.17705078125,2.2569548308849336
13,0.175732421875,2.2548792377114295
14,0.179296875,2.255732983350754
15,0.1798828125,2.256818102300167
16,0.177294921875,2.253778812289238
17,0.18271484375,2.252023759484291
18,0.178515625,2.252108071744442
19,0.1818359375,2.251511314511299
