epoch,acc,loss
0,0.19208984375,2.3560816384851933
1,0.32294921875,1.9653358832001686
2,0.410546875,1.7281100258231163
3,0.550146484375,1.349591151997447
4,0.717626953125,0.8940970757976174
5,0.797900390625,0.6549912555143237
6,0.837109375,0.5295697489753366
7,0.857080078125,0.4716579208150506
8,0.866357421875,0.43312716893851755
9,0.87841796875,0.3962230395525694
10,0.88486328125,0.3737419195473194
11,0.8923828125,0.3502035464160144
12,0.901171875,0.32514010928571224
13,0.90546875,0.31218755766749384
14,0.911181640625,0.2942803374491632
15,0.9150390625,0.2809328046627343
16,0.916015625,0.2709492637775838
17,0.921484375,0.2564180844463408
18,0.925537109375,0.24717282438650728
19,0.92509765625,0.24180361069738865
